order_id,latency_ns
2182,500
2174,21000
2047,415300
2184,500
2111,239400
2185,500
2181,11900
2187,600
2186,2500
2190,500
2191,500
2188,6900
2192,400
2193,400
2194,500
2183,26500
2150,110500
2197,500
2158,100700
2117,246700
2198,500
2199,400
1025,3066100
2201,500
1464,1908000
2202,400
1632,1479200
2206,500
2195,29200
2207,500
2200,17000
2179,72100
2208,500
836,3608500
2210,500
2211,500
2131,245400
2212,500
2203,22400
2214,500
2216,500
2217,400
2215,4300
2218,600
2220,500
2219,2500
2221,500
2223,500
2222,2800
2227,500
2224,7900
2226,4300
2230,500
2205,61300
776,3852300
2231,400
777,3852600
2196,89800
2234,500
2232,4800
2225,26300
2236,500
2235,2600
2237,500
2228,24900
2151,216800
2238,500
2239,500
2240,500
2159,205200
2241,500
2242,600
2233,23500
2243,500
2244,500
2209,87900
2189,139800
2246,1600
2247,500
2249,500
2250,600
2251,500
2254,500
2148,260700
2162,229300
2163,227200
2255,600
1844,1093300
1145,2847400
2256,400
2253,10700
2252,13700
2257,500
2258,500
2259,400
2204,138300
2213,117000
2261,500
2260,3000
2262,500
2264,500
2266,500
2269,500
2268,3600
2263,14600
2271,500
2273,500
2272,2900
2275,500
2277,500
2265,29200
2283,500
2279,8800
2284,500
2274,24500
2285,500
2286,400
2282,11100
2287,400
2267,48700
2270,41800
2288,500
2229,153300
2290,500
2291,500
2280,30000
2293,400
2248,119500
2294,400
2296,600
2292,10100
2297,500
2295,5300
2300,500
2304,600
2305,600
2306,600
2245,155600
2307,400
2301,16000
2308,500
2281,69700
2309,500
2311,500
2298,31300
2299,29600
2313,500
2278,89000
2314,500
2315,400
2312,9700
2316,500
2321,500
2324,400
2276,119000
2289,86900
2303,54400
2325,500
2319,16800
2326,500
2302,61800
2317,24700
2328,500
2323,16800
2329,400
2310,50100
2322,22400
2320,27000
2331,500
2330,2500
2332,500
2334,400
2335,500
2336,500
2333,7400
2318,47800
2340,500
2337,6200
2341,500
2339,5200
2342,500
2338,10900
2345,400
2344,2500
2346,500
2343,7300
2349,500
2347,3900
2353,600
2350,7100
2354,500
2355,600
2351,10300
2357,600
2358,500
2359,500
2352,18000
2363,500
2361,6300
2366,600
2365,2800
2368,600
2370,500
2362,22300
2369,6900
2364,18900
2371,600
2367,14000
2372,600
2356,43700
2374,500
2348,69700
2380,500
2375,17300
2381,500
2377,12800
2382,600
2384,400
2373,32400
2385,500
2386,500
2387,500
2379,18900
2388,500
2389,500
2376,35400
2391,500
2390,2600
2392,500
2393,500
2378,37100
2398,400
2394,9300
2400,500
2399,3000
2401,400
2397,10000
2406,500
2404,5100
2407,500
2408,500
2405,7800
2410,500
2409,2600
2413,600
2416,500
2415,2600
2421,500
2422,500
2419,8200
2423,500
2411,28200
2424,500
2383,95600
2426,500
2425,4200
2427,500
2418,25300
2430,500
2395,84400
2431,500
2429,5900
2432,500
2433,500
2402,75000
2403,73300
2417,43200
2434,500
2412,56800
2436,500
2438,500
2439,500
2428,26600
2440,400
2441,600
2437,10800
2414,69800
2420,57200
2442,600
2443,500
2444,500
2448,600
2446,6200
2435,38500
2453,600
2449,10000
2451,7200
2454,700
2452,6400
2450,14400
2456,800
2458,800
2455,10300
2457,5400
2459,800
2460,700
2463,700
2462,3200
2464,600
2461,9400
2465,800
2445,64600
2466,900
2467,800
2447,66300
2468,400
2469,400
2396,195600
2470,500
2471,500
2475,600
2478,500
2476,5400
2479,600
2480,400
2472,19400
2473,17900
2477,9500
2483,500
2327,408200
2484,500
2474,27400
2485,500
2487,600
2486,2600
2492,500
2491,2600
2493,400
2497,600
2496,2700
2494,7900
2498,500
2489,23200
2500,500
2501,500
1857,1700200
2502,500
2504,600
2503,2600
2505,500
2499,15400
2506,600
1800,1849200
2507,500
2488,48800
2511,500
2509,4700
2512,500
2513,500
2510,8000
2518,500
2517,2500
2519,500
2520,500
2495,61700
2523,500
2522,2600
2525,500
2526,400
2521,12000
2527,400
2524,7600
2530,500
2528,4700
2533,500
2534,500
2531,7700
2535,500
2537,500
2539,500
2536,7400
2540,500
2543,400
2541,4100
2546,400
2544,5900
2549,500
2545,9300
2552,1800
2555,400
2529,60700
2557,500
2561,400
2542,41500
2563,500
2559,9800
2565,500
2558,16800
2566,500
2564,5200
2568,500
2569,500
2548,48700
2538,73800
2572,400
2576,500
2571,10200
2556,47400
2570,14200
2580,600
2579,2900
2574,15000
2582,600
2581,3500
2584,600
2583,2700
2553,75400
2585,600
2575,26900
2586,500
2587,500
2589,500
2591,500
2578,32500
2593,600
2594,500
2560,83000
2597,400
2596,2800
2516,191500
2598,500
2599,500
2577,56000
2573,66000
2601,600
2602,500
2567,88500
2532,170100
2603,500
2588,40500
2604,500
2605,500
1895,1854500
1897,1851400
2606,500
2550,138800
2514,224700
2607,500
2515,225300
2609,600
2562,121300
2551,146900
2481,319000
2611,500
2612,500
2547,164800
2613,400
2614,500
2490,306900
2617,400
2618,500
2590,78800
2623,500
2621,4200
2624,500
2615,20000
2595,80500
2625,500
2508,286800
2622,8900
2592,91400
2628,500
2629,600
2620,23000
2600,79200
2632,500
2633,500
2631,5200
2634,500
2635,600
2482,377800
2636,500
2610,63400
2639,500
2643,500
2641,5900
2608,90600
2644,600
2645,500
2647,500
2630,42500
2650,500
2554,244300
2652,500
2642,27500
2654,1400
2655,400
2656,600
2651,11300
2659,500
2657,4800
2660,500
2663,600
2661,4600
2664,500
2658,13900
2665,400
2666,500
2669,400
2670,500
2616,133000
2671,400
2648,55800
2672,600
2674,600
2667,15500
2675,500
2676,500
2662,34800
2638,93400
2677,500
2619,143400
2649,68900
2678,500
2653,61700
2640,95800
2679,500
2682,500
2681,2400
2683,500
2684,500
2627,141100
2687,500
2668,46800
2688,500
2692,500
2646,111000
2626,162000
2693,500
2695,400
2673,53200
2696,500
2637,144100
2699,500
2686,31600
2697,6400
2680,47300
2701,500
2700,2500
2702,600
2706,500
2704,5400
2711,500
2712,500
2709,8400
2713,500
2707,17200
2714,500
2710,13000
2708,18400
2717,500
2716,2600
2721,500
2715,14400
2722,500
2718,11600
2723,500
2724,500
2720,9800
2727,500
2689,96000
2730,400
2726,9100
2729,3700
2735,500
2736,500
2728,18600
2685,127000
2740,500
2739,2700
2738,6000
2741,600
2744,500
2746,400
2737,21600
2745,4200
2742,12300
2750,500
2748,4500
2747,7600
2752,500
2751,4100
2753,500
2754,400
2749,12800
2694,151500
2757,500
2756,3800
2759,500
2761,400
2760,3300
2755,15500
2762,500
2690,179800
2763,600
2765,500
2758,18600
2771,400
2766,13000
2772,500
2774,400
2773,3500
2776,400
