order_id,latency_ns
21328,600
20196,2944900
21331,500
21332,600
21193,359600
21333,500
21335,600
20025,3389200
21336,500
21200,350900
21338,500
14618,18783500
21339,500
21340,400
21143,500100
20063,3301800
20071,3283400
21342,500
21282,157800
20042,3365200
21347,500
21151,498500
21348,400
21349,400
21153,502000
21350,500
21172,458900
20016,3452600
21146,522700
21351,600
21352,500
21353,500
21354,400
21355,500
21161,497400
21356,400
21280,201500
21359,600
21276,218800
21360,500
21361,500
21212,384200
21264,255300
21363,400
21271,244600
21046,803600
21364,500
17805,9826700
21365,500
21366,500
21269,256700
21367,500
21210,407400
21245,323100
21368,500
21156,543300
21230,362200
21370,400
21218,397700
21220,393000
21371,500
21372,500
21241,345100
21374,400
21375,500
21248,334600
21270,278700
21377,600
21206,443100
21297,206500
21378,500
21379,500
21357,58500
21380,600
21142,607900
21174,533200
21284,254000
21381,500
17811,9857200
21383,500
21384,400
21382,5000
21386,500
21387,500
21249,363600
21373,38100
21388,600
21385,11300
21389,500
21229,420600
21391,600
21393,500
21392,3300
21397,400
21394,7500
21395,6100
21398,600
21403,500
21405,500
21407,500
21399,21900
21402,15900
21409,600
21408,2800
21415,500
21417,600
21413,10200
21418,600
21419,500
21422,1900
21420,3400
21425,500
21400,61200
21390,87300
21426,400
21414,29700
21406,49800
21404,57600
21427,500
21432,400
21434,600
21416,45000
21435,500
21421,35900
21436,500
21411,62500
21437,500
21424,35600
21438,500
21439,500
21445,500
21442,7600
21428,44400
21447,500
21444,8100
21448,500
21450,500
21396,138200
21455,500
21453,4800
21456,500
21449,18000
21457,500
21431,69100
21454,10700
21458,500
21451,19400
21459,500
21460,500
21446,37800
21462,600
21440,56700
21443,51100
21441,56500
21464,400
21461,8900
21463,3700
21330,350200
21237,595500
21252,558300
21465,500
21466,500
21233,612700
21467,500
21468,600
21469,500
21471,500
21473,500
21470,7100
21476,500
21475,3000
21240,621100
21477,500
21472,13500
21479,400
21207,709000
21242,624600
21481,500
21480,2800
21482,400
21484,500
21483,2700
21485,600
21487,500
21302,484900
21488,500
21478,27500
21486,6300
21489,400
21491,500
21490,2700
21496,500
21495,4300
21498,500
21497,2600
21501,500
21502,400
21494,21100
21299,529500
21503,400
21499,12500
21509,500
21504,14200
21507,6700
21510,600
21506,12100
21515,600
21516,500
21500,44000
21492,64800
21517,500
21512,13800
21520,700
21521,400
21529,500
21524,23000
21514,48100
21527,6900
21530,500
21528,7600
21533,600
21531,5400
21534,500
21535,400
21537,600
21538,500
21525,43200
21539,500
21540,500
21493,131700
21523,53100
21543,500
21522,61800
21519,71800
21544,500
21536,21300
21545,500
21526,60200
21547,500
21541,16500
21433,312500
21429,322600
21550,500
21551,500
21549,4600
21552,400
21554,500
21555,500
21557,500
21401,415800
21452,287500
21559,500
21553,15900
21560,500
21561,500
21548,32000
21511,137700
21532,76200
21564,400
21563,2600
21562,5800
21565,500
21567,500
21566,2600
21568,500
21569,500
21570,400
21571,500
21518,144500
21572,500
21573,600
21423,402400
21508,176400
21576,500
21575,2800
21505,192100
21513,172000
21578,500
21574,11600
21546,83000
21556,59500
21580,500
21579,3100
21582,600
21583,500
21589,500
21590,400
21584,15600
21588,6200
21593,400
21591,4400
21594,600
21592,4900
21598,500
21601,500
21596,11300
21595,14800
21604,500
21603,3600
21606,600
21599,17600
21607,500
21602,13200
21608,400
21609,500
21600,24100
21610,600
21597,33300
21613,600
21611,5000
21617,600
21612,13200
21614,8500
21618,500
21619,500
21616,9500
21621,500
21620,2800
21622,500
21624,500
21631,500
21626,13100
21632,500
21625,15300
21633,500
21627,15300
21630,9200
21636,400
21635,2600
21638,500
21634,9900
21637,4400
21639,500
21641,500
21640,5200
21644,500
21643,2700
21645,500
21642,8200
21649,400
21648,3400
21654,500
21647,17000
21657,600
21652,13000
21650,18400
21658,500
21651,19000
21659,500
21660,600
21646,35700
21661,500
21653,22500
21656,15800
21662,400
21663,500
21664,500
21665,500
21628,96800
21667,500
21668,500
21322,932400
21358,840700
21669,500
21227,1184000
21615,141200
21298,997200
21671,500
21317,952900
21672,500
21673,500
21275,1072300
21678,500
21677,2500
21679,500
21681,400
21666,38000
21682,600
21684,500
21362,868500
21685,400
21686,500
21687,500
21680,19700
21688,500
21474,585900
21691,500
21689,4900
21694,400
21693,2400
21695,400
21697,500
21700,500
21703,500
21704,500
21696,19800
21701,7500
21705,500
21690,38200
21706,500
21324,1024800
21670,91600
21221,1294500
21709,500
21692,44900
21714,400
21708,13700
21715,500
21674,104100
21717,500
21718,500
21719,400
21720,500
21376,923700
21346,1003900
21301,1119100
21724,500
21721,7400
21341,1026800
21675,127000
21725,400
21320,1086100
21369,957600
21727,900
21730,600
21731,400
21732,500
21699,84000
21737,800
21733,9200
21707,74900
21739,600
21740,500
21741,500
21251,1305000
21343,1063900
21742,400
21711,79400
21712,78200
21743,600
21726,42600
21746,500
21735,31500
21747,600
21676,184200
21749,400
21329,1122300
21751,500
21655,249300
21753,400
21683,180600
21756,500
21755,2600
21757,400
21586,439100
21758,500
21760,500
21759,2600
21761,600
21762,400
21764,400
21716,124100
21748,41000
21765,600
21766,600
21337,1145100
21768,500
21769,500
21629,361500
21605,422400
21623,375000
21771,500
21321,1199900
21772,500
21698,192100
21774,500
21775,700
21702,190900
21779,400
21781,500
21729,136600
21783,500
21784,500
21722,161000
21786,500
21788,500
21776,29800
21789,500
21334,1211900
21790,500
21314,1263800
21792,500
21752,102600
21794,500
21799,500
21344,1209600
21800,500
21778,53200
21803,500
21728,192000
21710,237000
21806,500
21763,108100
21808,500
21809,400
21777,77800
21811,400
21812,400
21577,623600
21430,1019100
21813,500
21816,400
21713,263100
21738,201200
21770,116200
21818,400
21745,187400
21754,164800
21819,400
21822,400
21734,226000
21823,500
21736,224300
21825,400
21744,205900
21791,85900
21780,113700
21828,400
21412,1105600
21829,800
21836,600
21345,1297900
21723,285700
21837,500
21814,56500
21842,500
21839,7700
21843,500
21773,171600
21844,400
21801,106900
21845,400
21827,42500
21847,600
21848,500
21849,500
21787,151900
21851,500
21750,252400
21852,500
21854,500
21805,121300
21833,53000
21855,500
21782,179200
21857,500
21850,17700
21858,500
21860,500
21767,230500
21866,600
21826,94700
21867,500
21864,7700
21807,148100
21868,400
21861,18000
21871,500
21870,2800
21853,45100
21872,500
21869,8200
21875,500
21874,2700
21877,400
21815,155100
21879,500
21885,500
21883,4900
21887,400
21880,16400
21889,500
21892,500
21890,6300
21893,500
21878,37400
21894,500
21896,500
21902,500
21900,4900
21903,500
21876,67400
21881,55200
21904,500
21863,105500
21905,500
21906,400
21907,500
21834,184700
21859,124000
21908,400
21909,600
21888,55900
21895,38200
21910,500
21913,500
21912,3400
21914,500
21915,400
21897,47300
21898,45500
21919,500
21884,89900
21899,53800
21920,500
21917,8900
21921,500
21922,400
21918,11100
21923,600
21916,19000
21925,500
21928,500
21926,4900
21927,3700
21929,500
21924,15100
21930,500
21933,500
21932,3900
21935,500
21865,181300
21886,127300
21938,400
21937,2600
21940,500
21945,500
21942,7600
21946,600
21941,14100
21947,500
21943,11700
21948,500
21936,29900
21952,500
21950,4900
21955,500
21949,14400
21956,500
21958,500
21959,500
21960,500
21953,17400
21961,800
21963,400
21962,3900
21965,500
21966,500
21967,600
21968,400
21957,32200
21964,12900
21969,500
21970,400
21931,100800
21944,71600
21972,500
21934,99600
21974,500
21976,600
21973,9400
21971,15100
21977,500
21975,7800
21978,500
21980,400
21979,3000
21981,500
21901,211500
21982,600
21951,88200
21983,400
21911,191000
21987,400
21985,4600
21984,9900
21989,400
21986,8900
21832,407800
21991,800
21992,500
21990,5600
21993,500
21995,500
21988,19000
21996,400
21994,5200
21997,500
21998,700
21587,1051400
21410,1547800
22001,600
21999,5400
22003,500
22002,3500
22004,700
22006,600
22008,500
22005,8000
21838,443500
22009,600
22007,7200
22010,600
22014,400
22015,500
22013,4600
22016,400
22011,12800
22018,500
22017,3100
22022,500
22019,7100
22023,500
22020,9000
22021,7500
22025,500
22028,500
22027,3000
22024,10900
22026,7000
22032,400
22034,1900
22036,500
22033,8200
22000,92600
22039,500
22037,5200
22042,500
22040,5400
22046,500
22047,500
22044,8300
22049,500
22045,11200
22053,500
22043,26600
22054,500
22056,500
22057,500
22058,600
22031,68500
22059,500
22060,500
22041,50600
22050,25900
22066,500
22048,46300
22069,500
22051,47000
22071,400
22030,104500
22029,108200
22073,500
22072,2600
22074,400
22038,94000
22075,500
22070,14200
22077,400
22012,165200
22078,400
22076,5600
22080,500
22052,74800
22082,500
22083,600
22084,500
22086,500
22079,16400
22088,400
22089,500
22085,10700
22081,20100
22091,400
22093,500
22094,600
22087,17900
22096,500
22098,500
22055,110100
22035,162600
22061,95700
22067,81000
22099,500
22095,12800
22090,25400
22100,500
22097,13700
22104,600
22102,5100
22106,600
22101,13000
22107,500
22092,45100
22109,500
22108,3600
22103,19800
22112,500
22111,2600
22113,500
21939,466300
22115,500
22120,600
22121,500
22105,46200
22116,13300
22126,500
22117,23100
22122,11600
22129,400
22127,6400
22131,500
22123,22400
22132,500
22135,900
22128,17500
22141,500
22140,2700
22142,500
22139,7100
22144,500
22143,2700
22145,500
22119,65300
22130,38100
22148,600
22146,5100
22149,500
22147,5400
22150,600
22136,41900
22124,70300
22154,500
22153,3000
22155,500
22151,10900
22157,500
22152,13100
22159,500
22158,2700
22162,500
22164,500
22163,4500
22165,500
22161,10900
22166,500
22167,500
22168,500
22170,400
22171,500
22156,38500
22172,400
22174,500
22160,34900
22178,600
22175,7300
22181,700
22179,5500
22180,8200
22182,500
22183,600
22184,500
22133,138100
22185,600
22173,38100
22118,180000
22189,500
22188,2900
22191,500
22190,3800
22192,500
22187,14300
22193,400
22125,183400
22194,500
22186,21800
22195,500
22196,500
22199,600
22200,400
22197,6900
22201,700
22198,8100
22203,500
22204,500
22206,500
22207,500
22210,500
22211,400
22138,195300
22212,500
22214,500
22205,21700
22215,500
22216,500
22213,10400
22217,600
22218,500
22114,273000
22219,500
22220,600
22221,500
22224,500
22225,400
22226,500
22227,500
22209,48800
22228,500
22169,160200
22231,600
22230,2600
22233,400
22236,400
22235,2400
22237,800
22240,400
22245,400
22176,180700
22244,4600
22251,500
22246,12000
22254,500
22255,500
22247,19900
22234,50600
22259,500
22257,4600
22261,500
22260,2700
22262,500
22263,400
22267,600
22266,3000
22268,500
22270,500
22264,16100
22273,400
22269,12300
22275,400
22276,400
22277,400
22232,109500
22250,69200
22282,500
22284,600
22278,14300
22285,500
22286,400
22288,500
22252,89100
22289,500
22291,500
22290,2800
22293,500
22294,500
22242,128500
22295,400
22296,500
22280,38000
22272,59800
22298,500
22243,137000
22299,500
22292,19100
22283,41100
22279,51000
22305,600
22300,72800
22307,500
22301,74800
22306,3800
22308,500
22304,11600
22310,500
22253,205200
22229,260400
22312,500
22317,500
22314,6800
22318,500
22322,500
22238,271000
22313,21200
22323,500
22326,500
22320,15000
22327,600
22328,600
22329,500
22330,500
22281,180900
22309,50800
22331,400
22332,500
22333,500
22241,290100
22249,270900
22334,600
22336,2400
22335,5500
22339,800
22344,400
22342,5400
22346,400
22316,76300
22347,500
22324,60700
22248,310200
22349,500
22351,500
22352,500
22315,95000
22354,500
22355,500
22340,41500
22343,34300
22358,500
22303,200100
22360,500
22353,17200
22361,600
22359,5100
22364,500
22366,500
22362,10500
22367,600
22369,500
22338,77800
22371,500
22372,500
22368,11000
22373,600
22374,500
22376,500
22375,2600
22379,400
22377,4900
22382,600
22381,2900
22383,600
22380,7300
22386,500
22388,500
22350,95600
22389,400
22325,163400
22390,500
22391,500
22392,500
22365,71200
22319,188500
22363,76600
22393,500
22356,96100
22384,27200
22311,210400
22348,118100
22396,500
22395,3000
22397,400
22398,500
22394,9800
22400,500
22399,2700
22402,600
22401,3300
22403,500
22404,600
22341,164500
22405,600
22408,500
22409,500
22412,500
22413,500
22410,7600
22414,500
22416,500
22415,3000
22417,500
22418,400
22419,600
22420,500
22406,35000
22422,600
22258,476700
22407,38800
22427,500
22421,14700
22423,9800
22428,500
22425,7800
22426,6600
22430,500
22424,16700
22431,400
22433,500
22429,11800
22437,600
22436,3500
22439,500
22438,2700
22440,600
22434,15800
22442,1900
22444,600
22441,7100
22443,3600
22432,30600
22446,400
22448,500
22447,3200
22450,400
22297,457400
22453,400
22458,600
22460,500
22454,13400
22452,19900
22445,41000
22461,400
22459,7400
22455,16500
22462,500
22463,500
22456,19200
22465,500
22464,3100
22467,500
22468,500
22473,500
22471,5400
22474,500
22476,500
22477,500
22470,17300
22478,500
22485,500
22481,9500
22482,8400
22487,500
22472,36300
22488,500
22486,4800
22484,11600
22489,500
22480,24300
22490,500
22385,275600
22491,600
22492,400
22302,548700
22497,500
22475,56700
22500,600
22457,111600
22502,600
22495,19000
22503,500
22504,500
22506,500
22469,93900
22508,400
22493,40000
22510,400
22509,2600
22511,400
22499,31900
22496,40800
22498,35700
22513,500
22512,2700
22515,500
22501,38000
22516,500
22514,6400
22518,500
22520,500
22519,2800
22521,500
22522,400
22523,500
22507,43700
22524,400
22517,19200
22529,400
22530,500
22527,9000
22533,500
22526,18100
22535,400
22531,10200
22536,500
22538,500
22537,2800
22540,500
22542,500
22541,2800
22544,1800
22546,400
22547,500
22528,44200
22525,53200
22549,500
22548,2900
22550,500
22451,251100
22555,500
22552,7000
22559,500
22563,400
22564,500
22553,27000
22539,59900
22565,400
22545,52000
22567,500
22568,600
22569,500
22551,45300
22570,500
22543,66900
22566,10900
22571,500
22532,96800
22560,31900
22573,400
22378,501500
22321,648900
22574,500
22534,101100
22575,500
22558,49000
22577,500
22582,500
22580,5300
22583,500
22576,16900
22584,500
22483,258400
22585,400
22561,64900
22466,304400
22562,64300
22556,79600
22587,500
22586,3400
22590,500
22588,5000
22591,600
22554,99900
22505,223100
22592,500
22479,291300
22593,500
22595,500
22594,2700
22598,500
22596,4900
22599,500
22597,6000
22600,500
22602,600
22589,33100
22606,500
22601,11700
22609,500
22610,500
22612,500
22611,2800
22613,600
22614,600
22616,500
22603,31200
22617,500
22607,25300
22604,32500
22605,31300
22618,500
22622,500
22619,9500
22624,500
22625,400
22557,177000
22581,114100
22578,121700
22626,500
22627,500
22621,18000
22629,500
22630,500
22636,500
22631,11900
22637,500
22640,500
22641,500
22633,18900
22623,46100
22628,32800
22642,400
22632,26100
22643,600
22644,400
22635,24000
22615,76900
22645,800
22649,500
22650,500
22647,7800
22654,400
22657,500
22656,2600
22658,500
22634,56600
22659,400
22638,50500
22660,400
22620,100300
22274,1043400
22661,500
22652,24600
22663,500
22653,27700
22665,500
22670,500
22667,7200
22672,400
22435,602000
22134,1431800
22673,500
22648,61800
22662,27200
22675,600
22669,16100
22677,600
22678,700
22357,817300
22679,500
22680,500
22681,500
22682,600
22684,500
22671,34400
22685,500
22666,47900
22686,500
22687,500
22208,1274400
22449,603300
22690,500
22639,127300
22693,400
22689,10000
22691,6100
22694,500
22696,500
22370,830700
22698,500
22387,794700
22494,516000
22700,600
22695,14500
22701,800
22702,600
22674,73300
22703,500
22202,1332600
22705,500
22664,105600
22706,500
22704,5800
22688,50100
22710,500
22646,165300
22651,153300
22713,500
22712,3200
22715,400
22714,2600
22716,700
22717,500
22223,1314500
22668,128900
22711,16100
22719,600
22721,600
22720,3100
22722,600
22724,600
22222,1335000
22726,600
22728,500
22730,500
22718,30500
22655,196100
22683,125100
22731,500
22732,500
22723,24500
22734,500
22345,997800
22735,500
22727,23000
22736,500
22707,77800
22729,23400
22699,102700
22738,500
22739,500
22741,800
22740,3900
22743,600
22579,423200
22745,500
22742,8100
22744,3800
22749,500
22748,4000
22752,600
22747,11100
22751,4100
22756,500
22753,7500
22759,500
22758,3000
22760,500
22750,26600
22763,500
22761,4900
22766,500
22768,500
22769,500
22746,53900
22772,500
22767,12500
22773,500
22755,44700
22774,500
22777,500
22779,500
22778,2700
22781,500
22780,2900
22783,400
22411,951300
22785,500
22784,2800
22788,400
22789,500
22787,5700
22791,500
22793,500
22792,2700
22796,500
22799,400
22794,14200
22800,500
22797,10500
22801,500
22798,8500
22803,500
22804,400
22805,400
22790,41600
22806,600
22802,12100
22808,500
22807,3000
22137,1778900
22572,604000
22809,500
22811,500
22810,2600
22812,500
22816,500
22814,4800
22817,500
22815,5500
22813,10800
22818,500
22823,500
22827,400
22826,2700
22828,400
22830,400
22824,14000
22832,500
22829,8600
22834,500
22821,28900
22836,500
22822,32000
22837,500
22835,5300
22840,500
22825,35500
22841,500
22843,600
22833,25700
22831,31400
22846,500
22847,600
22845,4900
22851,400
22850,4000
22852,400
22844,18700
22848,9300
22853,500
22855,600
22856,500
22857,500
22849,21800
22859,500
22862,500
22861,2800
22865,500
22860,11500
22863,6600
22866,500
22869,500
22864,13600
22870,400
22868,5500
22871,500
22872,500
22854,47700
22874,500
22839,90000
22875,500
22876,600
22878,500
22877,2800
22880,500
22795,212800
22881,500
22884,500
22886,500
22879,17400
22889,500
22887,4700
22891,400
22890,3300
22897,400
22899,500
22901,400
22902,500
22903,500
22893,24300
22905,600
22882,55100
22888,41900
22906,500
22911,500
22858,127800
22913,500
22907,14800
22915,500
22898,42800
22917,600
22919,600
22908,29700
22920,400
22892,70700
22909,31200
22923,600
22924,500
22921,6400
22782,352600
22883,103400
22926,500
22925,2700
22928,600
22895,85700
22930,500
22929,2700
22931,500
22910,57400
22922,26100
22916,42700
22932,500
22873,149400
22867,165800
22933,500
22885,124700
22936,500
22927,27200
22914,61500
22939,500
22940,500
22941,500
22934,17100
22942,500
22944,500
22943,3900
22949,500
22953,500
22952,4000
22937,36400
22954,400
22950,8600
22957,500
22958,500
22959,500
22951,19100
22960,500
22961,500
22962,500
22963,500
22964,600
22955,24500
22918,119900
22967,400
22968,600
22971,500
22969,4400
22972,400
22896,193600
22973,600
22935,95100
22956,47400
22977,600
22976,2700
22938,97400
22819,393800
22984,500
22978,13700
22985,500
22981,9900
22990,400
22988,5700
22992,500
22986,14500
22993,500
22994,600
22995,600
22997,500
22998,500
22980,44900
22999,500
22991,23400
23000,400
22996,13300
22987,35900
23005,600
23002,7500
23006,600
23001,12700
23009,500
22820,470300
23010,500
22945,162800
22970,103900
22979,78900
23013,500
23008,13500
23014,400
23012,5300
23015,500
23011,10000
23016,500
23018,500
23019,500
23022,400
23007,36600
22974,120200
22842,452500
23025,500
23023,5500
23027,500
23026,3400
23029,500
23028,3400
23031,500
23037,600
23034,8300
23038,400
23039,600
23032,18700
23040,500
23030,26500
23035,14900
23041,500
23042,500
23043,500
23044,500
23021,61600
23047,500
23049,500
23046,6600
23053,800
23052,2500
23056,500
23050,13200
23051,11700
23055,4700
23058,600
23059,500
23062,500
23061,2800
23063,400
23065,500
23057,19700
23066,500
23054,32900
23067,500
23068,400
23064,11000
23070,500
23017,134400
23045,61700
22947,310500
22948,308600
23071,400
23074,500
23075,500
23076,500
23077,500
23078,500
22982,241300
23069,23800
23079,500
23080,500
23081,500
23084,500
23085,600
23087,500
23086,2900
23088,500
23083,16900
23090,500
23089,2600
23092,400
23091,2600
23003,230000
23072,56900
23096,400
23093,7000
23097,400
23094,7300
23098,500
23100,500
23073,73800
23101,400
23102,500
23099,7900
23103,500
22946,399900
23104,500
23105,600
22900,525300
22838,678000
23107,500
23095,31800
23082,69500
23108,600
23106,7000
23109,600
23110,500
23113,400
23114,500
23033,209000
22975,357100
23116,500
23115,2800
23036,208600
23118,500
23117,2800
23112,17900
23119,400
23123,500
22912,545500
23125,500
23122,9500
23126,500
22983,369500
23127,400
23128,500
23004,320600
23130,500
23131,500
23134,500
23133,3500
23132,6600
23136,500
23137,400
23135,5900
23138,500
23121,45600
23140,500
23139,2700
23145,500
23143,7200
23151,400
23148,6400
23153,500
23152,3400
23154,400
23120,87300
23157,500
23147,22600
23159,400
23158,3100
23155,10300
23160,400
23161,500
23162,500
23156,18100
23163,500
22786,954900
23164,500
23166,400
23142,61100
23167,600
23165,6000
23169,500
23170,500
23111,151300
23171,400
23172,500
23173,500
23174,500
23149,61500
23175,500
23150,62400
23178,500
23168,24900
23179,600
22904,703500
22737,1113500
23181,500
23182,500
23144,95600
23183,500
22770,1043900
23186,500
23185,2800
23187,500
23184,8000
23188,500
22692,1260900
23191,500
23189,4900
23124,168900
23192,500
23190,6500
23194,600
22337,2177700
23048,375900
23195,500
23197,500
22754,1120000
22709,1239800
23201,500
23199,5500
23202,600
23198,11200
23203,600
23200,9200
23209,500
23204,13200
23210,600
23211,400
23212,500
23213,400
22775,1111700
22894,818500
22697,1316100
23214,400
22764,1141000
23215,400
23216,500
23218,600
23220,500
22725,1258800
23217,9600
23223,500
22676,1395600
22771,1149500
23229,400
23231,500
22762,1187100
23234,500
23235,500
23060,452900
23236,600
23232,10700
23205,78400
23237,600
23239,500
23221,43000
22765,1200600
23242,500
23238,10500
23193,128000
23226,39200
23243,600
23240,8700
23246,600
23249,600
23250,400
23251,600
23252,500
23248,10600
23255,500
23256,400
23228,69900
23259,500
23258,3700
23261,500
23262,500
23269,500
22708,1423200
23270,500
22733,1359800
22776,1252200
23219,128500
23272,500
23264,21000
23265,19600
23222,126800
23257,42100
23274,400
23206,172900
23279,500
23241,97400
23283,600
23282,3000
23284,500
23285,500
23278,17800
23277,21000
23287,500
23245,106900
23288,500
23290,600
23289,2900
23292,500
23293,500
23294,500
23247,119200
23303,600
23300,7200
23307,500
23306,2600
23311,500
23312,500
23298,33100
23317,500
23318,500
23295,53100
23319,500
23320,600
23263,144000
23180,356800
23321,500
23322,500
23129,488400
23326,600
23314,32700
23327,500
23273,132100
23301,64900
23329,500
23331,500
23271,148300
23334,500
23333,2700
23330,10800
23335,600
23338,600
23340,500
23337,8700
23341,400
23343,500
23339,9900
23308,87100
23344,400
23309,87300
23348,400
23347,2600
23349,500
23351,500
23352,500
23353,700
23360,1600
23362,500
23358,8700
23359,8000
23355,16500
23363,500
23346,41900
23364,500
23325,95300
23365,500
23332,81000
23299,161100
23361,15700
23366,500
23345,53400
23350,41500
23367,400
23357,28500
23368,500
23336,81000
23230,344100
23374,500
23371,6900
23369,13000
23375,400
23376,600
23377,500
23378,500
23276,253700
23379,500
23328,128400
23370,25200
23380,500
23382,500
23275,265800
23384,500
23381,8100
23385,500
23387,500
23389,500
23390,500
23393,500
23392,2700
23394,600
23386,21000
23396,500
23398,500
23391,18300
23399,500
23208,477300
23401,500
23402,500
23400,5500
23227,436400
23407,500
23404,7100
23408,500
23406,4800
23411,500
23415,500
23268,366600
23416,500
23418,600
23225,478000
23419,500
23405,33900
23414,13900
23421,500
23296,309700
23422,500
23395,67700
23424,600
23429,500
23428,3500
23431,400
23432,500
23356,190900
23253,443600
23433,500
23425,19600
23434,400
23426,20600
23354,202100
23435,500
23437,600
23342,240500
23438,500
23439,600
23266,431900
23441,500
23440,2900
23442,500
23207,586400
23443,500
23224,545100
23403,100700
23444,500
23260,461600
23427,47700
23297,368500
23448,400
23410,98400
23286,405800
23451,600
23445,16000
23452,400
23254,497100
23453,500
23233,553700
23412,108600
23454,500
23455,500
23456,400
23450,17400
23430,73900
23436,56900
23457,600
23459,500
23176,718900
23460,400
23462,2200
23177,722500
23463,500
23423,105400
23464,600
23446,48300
23465,500
23388,198900
23471,500
23458,32900
23472,500
23473,500
23397,195800
23475,500
23413,161200
23196,705300
23478,400
23146,839400
23479,500
23447,84700
23480,500
23483,500
23302,456700
23291,483700
23488,500
23484,10300
23490,400
23491,500
23310,460800
22757,1856100
23316,448900
23494,500
23497,500
23449,128200
23498,400
23501,600
23141,913100
23503,600
23496,17100
23504,500
23502,6600
23506,500
23487,52600
23507,500
23417,237700
23509,600
23469,106600
23513,600
23512,2900
23514,600
23510,10500
23508,17900
23516,500
23477,105000
23481,96600
23517,500
23518,500
23519,600
23523,600
23482,110300
23511,32800
23526,500
23524,5000
23515,29700
23529,500
23467,163000
23530,500
23528,5600
23531,500
23532,500
23527,13700
23533,600
23536,400
23535,3500
23539,500
23537,5500
23541,500
23540,3700
23542,600
23546,400
23543,7900
23547,500
23548,500
23505,118100
23550,400
23522,79200
23551,400
23549,6100
23552,500
23544,25000
23545,23300
23383,444400
23555,600
23557,500
23556,2800
23560,400
23520,110200
23561,600
23558,7400
23553,20700
23565,600
23563,4100
23568,500
23567,2700
23570,500
23571,500
23572,400
23566,15500
23577,500
23576,2800
23573,11100
23583,500
23580,6800
23585,400
23586,500
23587,600
23588,400
23584,11200
23590,400
23579,27400
23582,21900
23592,500
23591,2600
23593,500
23589,11000
23476,308600
23594,500
23525,181800
23598,500
23595,7000
23597,3800
23599,500
23596,8000
23575,62300
23602,500
23601,3100
23604,500
23600,10500
23603,4300
23610,500
23609,2600
23612,500
23614,500
23420,507700
23521,243800
23617,600
23611,16800
23618,500
23538,208700
23620,500
23619,2900
23621,500
23623,500
23624,500
23629,500
23626,8100
23632,500
23633,500
23634,400
23630,10800
23605,75500
23638,400
23639,400
23607,80600
23640,400
23636,9000
23642,500
23635,16300
23645,600
23608,92300
23625,51200
23569,193900
23646,500
23643,10400
23647,500
23649,500
23650,500
23652,500
23653,500
23654,500
23657,500
23637,47700
23658,400
23492,428800
23581,195500
23485,449500
23660,500
23659,2600
23651,24200
23664,500
23474,494900
23666,1600
23667,500
23606,153800
23668,400
23564,263800
23670,600
23669,3200
23672,600
23499,446200
23673,500
23574,251000
23559,288100
23674,500
23675,500
23500,452300
23677,500
23678,500
23679,500
23495,473200
23680,500
23461,565800
23681,500
23676,12200
23682,500
23534,378700
23641,104800
23684,500
23685,500
23578,271300
23687,500
23562,314300
23554,335400
23694,500
23686,19000
23690,9700
23486,538300
23695,400
23688,16800
23691,11500
23696,400
23698,500
23466,598800
23699,400
23697,5600
23711,500
23709,5100
23701,22900
23715,500
23716,400
23703,29900
23708,20200
23718,500
23712,14400
23489,588100
23692,65200
23719,500
23720,500
23707,33600
23721,500
23722,500
23714,23600
23723,500
23725,400
23726,500
23727,500
23729,500
23730,400
23706,62000
23713,46100
23717,37200
23731,500
23732,500
23737,500
23736,2600
23741,500
23740,2600
23739,5500
23743,500
23745,500
23746,500
23748,500
23747,3900
23700,116800
23750,500
23751,500
23734,40900
23752,500
23754,500
23735,45400
23757,400
23753,9700
23760,500
23761,400
23762,500
23744,43200
23767,800
23770,600
23773,500
23774,500
23724,117000
23775,500
23756,43800
23768,20700
23710,157900
23777,500
23758,45300
23779,500
23778,4400
23780,500
23776,11900
23781,500
23783,500
23749,83500
23785,500
23786,500
23784,4700
23788,500
23789,400
23742,115500
23790,500
23792,500
23795,400
23763,80700
23798,400
23799,400
23771,73800
23800,600
23802,500
23628,431000
22966,2122500
23804,500
23805,500
23801,10400
23808,600
23782,62900
23810,500
23806,9600
23812,500
23797,37200
23787,61400
23814,500
22965,2155000
23815,600
23813,5800
23817,500
23020,2023400
23493,819100
23818,500
23819,500
23816,8900
23822,500
23820,5400
23823,500
23683,345000
23829,500
23832,500
23821,28000
23834,500
23833,3600
23825,23300
23835,500
23836,400
23824,32800
23838,400
23837,2700
23843,500
23846,400
23831,39400
23847,500
23840,18500
23848,500
23849,400
23850,500
23851,500
23852,400
23853,600
23841,32300
23470,973600
23854,600
23807,123800
23826,75100
23828,71500
23830,67200
23857,500
23855,5200
23856,3500
23860,500
23859,3600
23862,600
23858,11100
23864,500
23865,500
23861,12000
23866,500
23867,600
23868,400
23663,515700
23871,600
23869,4800
23704,419600
23872,400
23839,89500
23874,500
23879,500
23876,7500
23870,28200
23880,400
22989,2271700
23882,500
23616,672400
23793,234700
23883,400
23702,458200
23887,500
23896,400
23885,27600
23881,39700
23891,13800
23897,500
23890,18700
23898,400
23888,26900
23902,600
23900,5100
23904,900
23901,9200
23905,500
23886,49600
23893,32300
23906,500
23899,19800
23908,500
23907,3000
23909,500
23903,17900
23912,400
23910,5500
23913,600
23794,317100
23914,500
23894,57700
23915,500
23916,500
23921,500
